apm_code,nombre,estado,lifecycle_status,clase_aplicacion,tipo_de_aplicacion,icr_relevant,data_protection_relevant
AP36206.01,APR Pre-APR Mobile,Active,Validated,Business Transactional,Custom (developed from the scratch),false,true
AP06511.03,AR Tree Pruning Control,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP06511.07,Ar Tree Pruning Control - Augmented Reality,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP06511.04,AR Tree Pruning Control - Mobile,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP06511.06,AR Tree Pruning Control - Mobile SPAIN,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP06511.05,AR Tree Pruning Control SPAIN,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP22631,ArcGIS Enterprise ENEL NA,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP35593,Business Process Mining,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP22631.01,ArcGIS Enterprise Platform Automation,Active,Validated,Business Analytics,Custom (developed from the scratch),false,false
AP29091,ArcGIS Online ENEL NA,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP05119.04,Archibus Brasil,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP05119.05,Archibus Chile,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP05119.02,Archibus Colombia,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP05119,Archibus LATAM,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP36189,ARCHIVI,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
IT03801.05,Area clienti Business,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
IT03801.04,Area Clienti residenziale,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
IT03801.06,Area pubblica Enel Energia,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP01856,ARES,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,true
AP36270,AREVA XPR,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP35709.05,Argentina EUS File Share Cloud service,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36323.01,Argentina Local OT Infrastructure,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36312.17,Argentina Network Services Server Administration,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36312.16,Argentina SCCM edge server administration,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP35527,ARGOS,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP35527.01,ARGOS  - Android,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP35527.02,ARGOS - iOS        ,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP36675,ARGOS/ISEO,In Review,Definition,,,false,false
AP01911,ARGUS,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
AP04026.01,Arnet,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP04268.01,Aroundme,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP04364.05,Check IP malevoli,In Review,Definition,,,false,false
AP06319,ARQC,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,true
AP35039,Arquivar,Active,Validated,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP36426,ARScope,Active,Validated,PoC (Proof of Concept),Custom (developed from the scratch),false,false
AP05772.04,ARTEMIS,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP04063,ASPEN PERU,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
SO00221,Asset Management,In Review,Definition,Business Transactional,Custom (developed from the scratch),false,false
DD00026,Asset Master Data,In Review,Definition,,,false,false
AP36245,Assurance Ril cabine,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP36591,ATLANTIS -DCS Los Barrios GNL,In Review,Definition,ICS-OT,COTS (Commercial Off-The-Shelf customized),false,false
AP35978,Atlas Opengate - Brazil,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP35978.01,Atlas Opengate - São Paulo,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP07391,ATS,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP36481,ATTPIA,Active,Validated,PoC (Proof of Concept),Custom (developed from the scratch),false,false
IT00013,AUC / ODS,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
IT00024,AUC / OL,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
AP06072.02,Audit Planning & Monitoring Tools,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP06072,Audit Platform,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP06072.01,Audit Reporting Whistleblowing Tool,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP06072.03,Audit Risk Assessment,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36000,AUGMENTED REALITY FOR SITE INSPECTION AND DESIGN,In Review,Definition,,,false,false
AP05058.04,AUI AIRE,Active,Production,Business Analytics,Custom (developed from the scratch),true,false
AP05060.03,AUI AIRE ROMANIA,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP05058.05,AUI ARDESIA,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP05058.15,AUI ARIA,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP05060.07,AUI ARIA ROMANIA,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP05058.06,AUI ATLANTE,Active,Production,Business Analytics,Custom (developed from the scratch),false,true
AP05058.07,AUI GEINTE,Active,Production,Business Analytics,Custom (developed from the scratch),true,false
AP05060.05,AUI GEINTE ROMANIA,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP05058.02,AUI GESSY - ITALIA,Active,Validated,Business Transactional,Custom (developed from the scratch),false,false
AP05060.02,AUI GESSY - ROMANIA,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP05058.03,AUI GEVIP,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP05058,AUI Italy,Active,Production,Business Transactional,Custom (developed from the scratch),true,true
AP05058.16,AUI Mobile,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP05058.23,AUI Mobile - SiredSP,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP05058.26,AUI REPORTISTICA BO,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP05060.09,AUI REPORTISTICA BO Romania,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP05060,AUI Romania,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP05058.01,AUI SCHEC,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP05060.01,AUI SCHEC ROMANIA,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP05058.28,AUI SCHER,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP05060.13,AUI SCHER ROMANIA,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP05058.13,AUI SIRED,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP05060.06,AUI SIRED ROMANIA,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP05058.24,AUI SIREDWEB,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP32312,AURA CHILE,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP35936,AURA PERU,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP36263,AURORA,Active,Validated,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36323.02,Australia Local OT Infrastructure,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP30311,AUTHID.,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP36526,AUTOATENDIMENTO BRASIL,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP04030.01,Autoconsumo,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
AP36589,Autodesk Construction Cloud,Active,Validated,PoC (Proof of Concept),COTS (Commercial Off-The-Shelf NOT customized),false,false
AP06174.03,Automation Mid Server Infrastructure,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36307,Automation resources,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP06156,Automation Talend,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf customized),false,false
AP06163.01,Automation Test Infrastructure,Active,Validated,PoC (Proof of Concept),COTS (Commercial Off-The-Shelf customized),false,false
AP36622,Automazione DevOps Platform,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP35793,Autoreporte de Salud,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP36580,Avalarms,Active,Validated,PoC (Proof of Concept),Custom (developed from the scratch),false,false
AP36637,Avatax,In Review,Definition,Business Analytics,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36221,Avature Global recruiting,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP35759,AVEVA AIM,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP36374,AWorld,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP35507.01,AWS Administrative Role,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP35507.02,AWS Applicative Role,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP35507.03,AWS Machine Learning Role,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP35507,AWS Management Infrastructure,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP35507.04,AWS Platform Role,In Review,Definition,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
DD00094,aws translate,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
AP36441,Axiros,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
AP16431,AZtec,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP36472.01,Azure Administrative Role,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36472.02,Azure Applicative Role,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36472,Azure Management Infrastructure,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP06992,B.R.A.IN.,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP03804,B2Bteca,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP07431,B2C - COSMOS,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),true,true
AP07431.24,B2C - COSMOS - Cosmos Mobile,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP07431.20,B2C COSMOS - Adaptación nuevo sistema facturación Fenix,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP07431.08,B2C COSMOS - Canal Aliados Partners,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP07431.19,B2C COSMOS - Canal Televenta,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP07431.07,B2C COSMOS - Canales Digitales Asistidos,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,true
